"Activity1","Activity2","Activity3","Duration","Next_Activity"
"FIN","RELEASE","CODE OK",137925,1
"NEW","NEW","NEW",-154256,11
"NEW","NEW","NEW",131970,11
"NEW","NEW","NEW",137946,11
"NEW","NEW","NEW",52570,11
"NEW","NEW","NEW",-90162,11
"NEW","NEW","NEW",-96138,11
"NEW","NEW","NEW",-10750,11
"NEW","NEW","NEW",131982,11
"NEW","NEW","NEW",137958,11
"NEW","NEW","NEW",143850,11
"NEW","NEW","NEW",-183494,11
"NEW","NEW","NEW",-139458,11
"NEW","NEW","NEW",-123631,11
"NEW","NEW","NEW",203924,11
"NEW","NEW","NEW",153961,11
"NEW","NEW","NEW",10774,11
"NEW","NEW","NEW",-203920,11
"NEW","NEW","NEW",-185532,11
"NEW","NEW","NEW",-10791,11
"NEW","NEW","NEW",203920,11
"NEW","NEW","NEW",185532,11
"NEW","NEW","NEW",10789,11
"NEW","NEW","NEW",-190905,11
"NEW","NEW","NEW",-190954,11
"NEW","NEW","NEW",-68583,11
"NEW","NEW","NEW",132973,11
"NEW","NEW","NEW",137323,11
"NEW","NEW","NEW",163002,11
"NEW","NEW","NEW",-106876,11
"NEW","NEW","NEW",-105839,11
"NEW","NEW","NEW",-191630,11
"NEW","NEW","NEW",77861,11
"NEW","NEW","NEW",81251,11
"NEW","NEW","NEW",97243,11
"NEW","NEW","NEW",-77976,11
"NEW","NEW","NEW",-86752,11
"NEW","NEW","NEW",-42492,11
"NEW","NEW","NEW",132969,11
"NEW","NEW","NEW",137257,11
"NEW","NEW","NEW",162772,11
"NEW","NEW","NEW",-160273,11
"NEW","NEW","NEW",-164562,11
"NEW","NEW","NEW",-259256,11
"NEW","NEW","NEW",63556,11
"NEW","NEW","NEW",69517,11
"NEW","NEW","NEW",594672,11
"NEW","NEW","NEW",-59800,11
"NEW","NEW","NEW",-65761,11
"NEW","NEW","NEW",-522728,11
"NEW","NEW","NEW",131977,11
"NEW","NEW","NEW",138008,11
"NEW","NEW","NEW",143927,11
"NEW","NEW","NEW",-98845,11
"NEW","NEW","NEW",-104876,11
"NEW","NEW","NEW",-120794,11
"NEW","NEW","NEW",121831,11
"NEW","NEW","NEW",129100,11
"NEW","NEW","NEW",18185,11
"NEW","NEW","NEW",18037,11
"NEW","NEW","NEW",11444,11
"NEW","NEW","NEW",6858,11
"NEW","NEW","NEW",6860,11
"NEW","NEW","NEW",6184,11
"NEW","NEW","NEW",2,11
"NEW","NEW","NEW",0,11
"NEW","NEW","NEW",0,11
"NEW","NEW","NEW",5949,11
"NEW","NEW","NEW",-182383,11
"NEW","NEW","NEW",-182382,11
"NEW","NEW","NEW",-55351,11
"NEW","NEW","NEW",133053,11
"NEW","NEW","NEW",137666,11
"NEW","NEW","NEW",142274,11
"NEW","NEW","NEW",-98443,11
"NEW","NEW","NEW",-103056,11
"NEW","NEW","NEW",-109310,11
"NEW","NEW","NEW",131630,11
"NEW","NEW","NEW",137600,11
"NEW","NEW","NEW",83888,11
"NEW","NEW","NEW",-164662,11
"NEW","NEW","NEW",-170381,11
"NEW","NEW","NEW",-186132,11
"NEW","NEW","NEW",62185,11
"NEW","NEW","NEW",70712,11
"NEW","NEW","NEW",212995,11
"NEW","NEW","NEW",239957,11
"NEW","NEW","NEW",231187,11
"NEW","NEW","NEW",27034,11
"NEW","NEW","NEW",40358,11
"NEW","NEW","NEW",40425,11
"NEW","NEW","NEW",40483,11
"NEW","NEW","NEW",89349,11
"NEW","NEW","NEW",104856,11
"NEW","NEW","NEW",104859,11
"NEW","NEW","NEW",15916,11
"NEW","NEW","NEW",9014,11
"NEW","NEW","NEW",-421390,11
"NEW","NEW","NEW",102541,11
"NEW","NEW","NEW",-467780,11
"NEW","NEW","NEW",3951,11
"NEW","NEW","NEW",-455116,11
"NEW","NEW","NEW",106620,11
"NEW","NEW","NEW",69854,11
"NEW","NEW","NEW",168020,11
"NEW","NEW","NEW",-72042,11
"NEW","NEW","NEW",447517,11
"NEW","NEW","NEW",284509,11
"NEW","NEW","NEW",533285,11
"NEW","NEW","NEW",53703,11
"NEW","NEW","NEW",-517273,11
"NEW","NEW","NEW",-1903,11
"NEW","NEW","NEW",-612404,11
"NEW","NEW","NEW",86280,11
"NEW","NEW","NEW",-418230,11
"NEW","NEW","NEW",147671,11
"NEW","NEW","NEW",-79029,11
"NEW","NEW","NEW",664,11
"NEW","NEW","NEW",770,11
"NEW","NEW","NEW",102641,11
"NEW","NEW","NEW",195159,11
"NEW","NEW","NEW",-108101,11
"NEW","NEW","NEW",412849,11
"NEW","NEW","NEW",221260,11
"NEW","NEW","NEW",533224,11
"NEW","NEW","NEW",53711,11
"NEW","NEW","NEW",-557520,11
"NEW","NEW","NEW",-526010,11
"NEW","NEW","NEW",-572059,11
"NEW","NEW","NEW",39766,11
"NEW","NEW","NEW",-37440,11
"NEW","NEW","NEW",-10080,11
"NEW","NEW","NEW",-9529,11
"NEW","NEW","NEW",27357,11
"NEW","NEW","NEW",412694,11
"NEW","NEW","NEW",411257,11
"NEW","NEW","NEW",-41757,11
"NEW","NEW","NEW",-438614,11
"NEW","NEW","NEW",-417014,11
"NEW","NEW","NEW",40320,11
"NEW","NEW","NEW",32826,11
"NEW","NEW","NEW",16397,11
"NEW","NEW","NEW",-33114,11
"NEW","NEW","NEW",484082,11
"NEW","NEW","NEW",479203,11
"NEW","NEW","NEW",533204,11
"NEW","NEW","NEW",143951,11
"NEW","NEW","NEW",-478295,11
"NEW","NEW","NEW",-407319,11
"NEW","NEW","NEW",-626174,11
"NEW","NEW","NEW",521021,11
"NEW","NEW","NEW",441724,11
"NEW","NEW","NEW",534470,11
"NEW","NEW","NEW",51539,11
"NEW","NEW","NEW",-521410,11
"NEW","NEW","NEW",6671,11
"NEW","NEW","NEW",-35112,11
"NEW","NEW","NEW",537381,11
"NEW","NEW","NEW",40180,11
"NEW","NEW","NEW",-545959,11
"NEW","NEW","NEW",-265542,11
"NEW","NEW","NEW",-304816,11
"NEW","NEW","NEW",289800,11
"NEW","NEW","NEW",64216,11
"NEW","NEW","NEW",-318232,11
"NEW","NEW","NEW",-255551,11
"NEW","NEW","NEW",-310216,11
"NEW","NEW","NEW",79163,11
"NEW","NEW","NEW",202639,11
"NEW","NEW","NEW",-41642,11
"NEW","NEW","NEW",173934,11
"NEW","NEW","NEW",-20961,11
"NEW","NEW","NEW",232170,11
"NEW","NEW","NEW",53181,8
"NEW","CHANGE DIAGN","FIN",218603,13
"CHANGE DIAGN","FIN","RELEASE",143867,6
"FIN","RELEASE","CODE OK",-258801,1
"RELEASE","CODE OK","BILLED",-258885,16
"CODE OK","BILLED","STORNO",-213061,12
"BILLED","STORNO","REJECT",103409,1
"NEW","CHANGE DIAGN","FIN",-158364,13
"CHANGE DIAGN","FIN","RELEASE",134880,6
"FIN","RELEASE","CODE OK",138012,1
"NEW","CHANGE DIAGN","FIN",-107954,13
"CHANGE DIAGN","FIN","RELEASE",131810,6
"FIN","RELEASE","CODE OK",137775,1
"NEW","CHANGE DIAGN","FIN",193226,13
"CHANGE DIAGN","FIN","RELEASE",531864,6
"FIN","RELEASE","CODE OK",52160,1
"NEW","CHANGE DIAGN","FIN",-529931,13
"CHANGE DIAGN","FIN","RELEASE",-464534,6
"FIN","RELEASE","CODE OK",-509485,1
"NEW","CHANGE DIAGN","FIN",260139,13
"CHANGE DIAGN","FIN","RELEASE",532960,6
"FIN","RELEASE","CODE OK",52427,1
"RELEASE","CODE OK","BILLED",-578846,16
"CODE OK","BILLED","STORNO",-61127,12
"BILLED","STORNO","REJECT",-105219,1
"STORNO","REJECT","BILLED",531768,16
"REJECT","BILLED","STORNO",51576,12
"BILLED","STORNO","REJECT",-518351,1
"NEW","FIN","RELEASE",8067,6
"FIN","RELEASE","CODE OK",-532834,13
"RELEASE","CODE OK","RELEASE",-216516,6
"CODE OK","RELEASE","CODE OK",-216534,1
"NEW","CHANGE DIAGN","FIN",-16260,13
"CHANGE DIAGN","FIN","RELEASE",-61734,6
"FIN","RELEASE","CODE OK",322462,1
"NEW","CHANGE DIAGN","FIN",-385037,13
"CHANGE DIAGN","FIN","RELEASE",532494,6
"FIN","RELEASE","CODE OK",-3790,1
"NEW","FIN","RELEASE",-47294,6
"FIN","RELEASE","CODE OK",534159,1
"NEW","CHANGE DIAGN","FIN",-573034,13
"CHANGE DIAGN","FIN","RELEASE",533733,6
"FIN","RELEASE","CODE OK",301537,14
"RELEASE","CODE OK","REOPEN",534152,7
"NEW","CHANGE DIAGN","FIN",-51947,13
"CHANGE DIAGN","FIN","RELEASE",534151,6
"FIN","RELEASE","CODE OK",52261,1
"NEW","FIN","RELEASE",491947,6
"FIN","RELEASE","CODE OK",395327,1
"NEW","NEW","NEW",31481,11
"NEW","NEW","NEW",24937,11
"NEW","NEW","NEW",531454,11
"NEW","NEW","NEW",52134,11
"NEW","NEW","NEW",-528964,11
"NEW","NEW","NEW",-489548,11
"NEW","NEW","NEW",-538159,11
"NEW","NEW","NEW",42753,11
"NEW","NEW","NEW",127321,11
"NEW","NEW","NEW",130596,11
"NEW","NEW","NEW",137885,11
"NEW","NEW","NEW",145296,11
"NEW","NEW","NEW",-171002,11
"NEW","NEW","NEW",-176964,11
"NEW","NEW","NEW",-184116,11
"NEW","NEW","NEW",131859,11
"NEW","NEW","NEW",136355,11
"NEW","NEW","NEW",140944,11
"NEW","NEW","NEW",-94410,11
"NEW","NEW","NEW",-100234,11
"NEW","NEW","NEW",-103693,11
"NEW","NEW","NEW",132018,11
"NEW","NEW","NEW",137991,11
"NEW","NEW","NEW",144009,11
"NEW","NEW","NEW",-172237,11
"NEW","NEW","NEW",-178209,11
"NEW","NEW","NEW",-184389,11
"NEW","NEW","NEW",131857,11
"NEW","NEW","NEW",137829,11
"NEW","NEW","NEW",144069,11
"NEW","NEW","NEW",-128868,11
"NEW","NEW","NEW",-134790,11
"NEW","NEW","NEW",-270853,11
"NEW","NEW","NEW",134437,11
"NEW","NEW","NEW",134469,11
"NEW","NEW","NEW",136077,11
"NEW","NEW","NEW",140945,11
"NEW","NEW","NEW",-131616,11
"NEW","NEW","NEW",-129406,11
"NEW","NEW","NEW",-204340,11
"NEW","NEW","NEW",68342,11
"NEW","NEW","NEW",67452,11
"NEW","NEW","NEW",105842,11
"NEW","NEW","NEW",-85582,11
"NEW","NEW","NEW",-89918,11
"NEW","NEW","NEW",-191035,11
"NEW","NEW","NEW",5356,11
"NEW","NEW","NEW",57143,11
"NEW","NEW","NEW",57143,11
"NEW","NEW","NEW",183591,11
"NEW","NEW","NEW",132007,11
"NEW","NEW","NEW",137972,11
"NEW","NEW","NEW",345073,11
"NEW","NEW","NEW",-147790,11
"NEW","NEW","NEW",-153754,11
"NEW","NEW","NEW",-360913,11
"NEW","NEW","NEW",131950,11
"NEW","NEW","NEW",137914,11
"NEW","NEW","NEW",7978,11
"NEW","NEW","NEW",7590,11
"NEW","NEW","NEW",1625,11
"NEW","NEW","NEW",0,11
"NEW","NEW","NEW",154923,11
"NEW","NEW","NEW",-175358,11
"NEW","NEW","NEW",-175358,11
"NEW","NEW","NEW",-321886,11
"NEW","NEW","NEW",50756,11
"NEW","NEW","NEW",51156,11
"NEW","NEW","NEW",42834,11
"NEW","NEW","NEW",222769,11
"NEW","NEW","NEW",-6477,11
"NEW","NEW","NEW",62523,11
"NEW","NEW","NEW",-100302,11
"NEW","NEW","NEW",128732,11
"NEW","NEW","NEW",68593,11
"NEW","NEW","NEW",146741,11
"NEW","NEW","NEW",-161751,11
"NEW","NEW","NEW",-170684,11
"NEW","NEW","NEW",-177124,11
"NEW","NEW","NEW",131568,11
"NEW","NEW","NEW",137592,11
"NEW","NEW","NEW",52618,11
"NEW","NEW","NEW",68527,11
"NEW","NEW","NEW",141409,11
"NEW","NEW","NEW",99539,11
"NEW","NEW","NEW",-215863,11
"NEW","NEW","NEW",-294770,11
"NEW","NEW","NEW",-264980,11
"NEW","NEW","NEW",99571,11
"NEW","NEW","NEW",99725,11
"NEW","NEW","NEW",69975,11
"NEW","NEW","NEW",194484,11
"NEW","NEW","NEW",-96371,11
"NEW","NEW","NEW",-100746,11
"NEW","NEW","NEW",-161407,11
"NEW","NEW","NEW",129589,11
"NEW","NEW","NEW",138245,11
"NEW","NEW","NEW",52522,11
"NEW","NEW","NEW",-120374,11
"NEW","NEW","NEW",-69992,11
"NEW","NEW","NEW",-39550,11
"NEW","NEW","NEW",133320,11
"NEW","NEW","NEW",78883,11
"NEW","NEW","NEW",161379,11
"NEW","NEW","NEW",-107216,11
"NEW","NEW","NEW",-48106,11
"NEW","NEW","NEW",-204425,11
"NEW","NEW","NEW",71196,11
"NEW","NEW","NEW",38027,11
"NEW","NEW","NEW",-60985,11
"NEW","NEW","NEW",-68279,8
"NEW","NEW","FIN",29639,13
"NEW","FIN","RELEASE",128721,6
"FIN","RELEASE","CODE OK",137653,1
"NEW","CHANGE DIAGN","FIN",-261961,13
"CHANGE DIAGN","FIN","RELEASE",78219,6
"FIN","RELEASE","CODE OK",69665,1
"NEW","FIN","RELEASE",-117651,6
"FIN","RELEASE","CODE OK",-3540,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-133111,7
"NEW","CHANGE DIAGN","FIN",137615,13
"CHANGE DIAGN","FIN","RELEASE",146805,6
"FIN","RELEASE","CODE OK",-88656,1
"NEW","FIN","RELEASE",143477,6
"FIN","RELEASE","CODE OK",37056,1
"NEW","CHANGE DIAGN","FIN",6174,13
"CHANGE DIAGN","FIN","RELEASE",6625,6
"FIN","RELEASE","CODE OK",6641,1
"NEW","CHANGE DIAGN","FIN",-178479,13
"CHANGE DIAGN","FIN","RELEASE",134810,6
"FIN","RELEASE","CODE OK",137772,1
"NEW","CHANGE DIAGN","FIN",-95386,13
"CHANGE DIAGN","FIN","RELEASE",84484,6
"FIN","RELEASE","CODE OK",90331,1
"NEW","CHANGE DIAGN","FIN",-240405,13
"CHANGE DIAGN","FIN","RELEASE",36869,6
"FIN","RELEASE","CODE OK",29539,1
"NEW","CHANGE DIAGN","FIN",397816,13
"CHANGE DIAGN","FIN","RELEASE",398241,6
"FIN","RELEASE","CODE OK",445749,1
"NEW","FIN","RELEASE",-445891,5
"FIN","RELEASE","CODE NOK",8736,7
"NEW","FIN","RELEASE",121659,6
"FIN","RELEASE","CODE OK",122362,14
"RELEASE","CODE OK","REOPEN",119364,8
"CODE OK","REOPEN","FIN",954,13
"REOPEN","FIN","RELEASE",18477,6
"FIN","RELEASE","CODE OK",-219412,1
"NEW","CHANGE DIAGN","FIN",137578,13
"CHANGE DIAGN","FIN","RELEASE",145300,6
"FIN","RELEASE","CODE OK",-163642,1
"NEW","NEW","NEW",36561,8
"NEW","CHANGE DIAGN","FIN",21452,13
"CHANGE DIAGN","FIN","RELEASE",-2292,6
"FIN","RELEASE","CODE OK",-5648,1
"NEW","FIN","RELEASE",127296,6
"FIN","RELEASE","CODE OK",146822,1
"NEW","CHANGE DIAGN","FIN",4647,13
"CHANGE DIAGN","FIN","RELEASE",10598,6
"FIN","RELEASE","CODE OK",169024,1
"NEW","FIN","RELEASE",131448,6
"FIN","RELEASE","CODE OK",137247,1
"NEW","CHANGE DIAGN","FIN",-220724,13
"CHANGE DIAGN","FIN","RELEASE",5019,6
"FIN","RELEASE","CODE OK",10473,1
"NEW","CHANGE DIAGN","FIN",128674,13
"CHANGE DIAGN","FIN","RELEASE",137668,6
"FIN","RELEASE","CODE OK",165742,1
"NEW","CHANGE DIAGN","FIN",131731,13
"CHANGE DIAGN","FIN","RELEASE",77285,6
"FIN","RELEASE","CODE OK",143936,1
"NEW","CHANGE DIAGN","FIN",-160571,13
"CHANGE DIAGN","FIN","RELEASE",-161170,6
"FIN","RELEASE","CODE OK",-168247,1
"NEW","CHANGE DIAGN","FIN",-131877,13
"CHANGE DIAGN","FIN","RELEASE",-135018,6
"FIN","RELEASE","CODE OK",-245510,1
"NEW","FIN","RELEASE",-6462,6
"FIN","RELEASE","CODE OK",-15071,1
"NEW","CHANGE DIAGN","FIN",-149735,13
"CHANGE DIAGN","FIN","RELEASE",131666,6
"FIN","RELEASE","CODE OK",137638,1
"NEW","CHANGE DIAGN","FIN",137598,13
"CHANGE DIAGN","FIN","RELEASE",345083,6
"FIN","RELEASE","CODE OK",-101380,1
"NEW","CHANGE DIAGN","FIN",143898,13
"CHANGE DIAGN","FIN","RELEASE",-130196,6
"FIN","RELEASE","CODE OK",-132186,1
"NEW","CHANGE DIAGN","FIN",-137458,13
"CHANGE DIAGN","FIN","RELEASE",-274423,6
"FIN","RELEASE","CODE OK",11146,1
"NEW","NEW","NEW",141652,11
"NEW","NEW","NEW",4659,11
"NEW","NEW","NEW",-200493,11
"NEW","NEW","NEW",-200478,11
"NEW","NEW","NEW",-70812,11
"NEW","NEW","NEW",134276,11
"NEW","NEW","NEW",137375,11
"NEW","NEW","NEW",140885,11
"NEW","NEW","NEW",-167944,11
"NEW","NEW","NEW",-171051,11
"NEW","NEW","NEW",-230080,11
"NEW","NEW","NEW",78713,11
"NEW","NEW","NEW",83184,11
"NEW","NEW","NEW",281722,11
"NEW","NEW","NEW",-29151,11
"NEW","NEW","NEW",599727,7
"NEW","FIN","RELEASE",-691047,6
"FIN","RELEASE","CODE OK",-655699,1
"NEW","FIN","RELEASE",103981,1
"NEW","CHANGE DIAGN","FIN",46171,13
"CHANGE DIAGN","FIN","RELEASE",45587,6
"FIN","RELEASE","CODE OK",45496,1
"NEW","FIN","RELEASE",37848,6
"FIN","RELEASE","CODE OK",114671,1
"NEW","FIN","RELEASE",-213980,6
"FIN","RELEASE","CODE OK",-256178,1
"NEW","CHANGE DIAGN","FIN",186224,13
"CHANGE DIAGN","FIN","RELEASE",185756,6
"FIN","RELEASE","CODE OK",534579,1
"NEW","FIN","RELEASE",587721,6
"FIN","RELEASE","CODE OK",3648,1
"NEW","FIN","RELEASE",531672,6
"FIN","RELEASE","CODE OK",45230,1
"NEW","CHANGE DIAGN","FIN",-77395,13
"CHANGE DIAGN","FIN","RELEASE",36553,6
"FIN","RELEASE","CODE OK",-87841,1
"NEW","FIN","RELEASE",-169369,6
"FIN","RELEASE","CODE OK",-121726,1
"NEW","CHANGE DIAGN","FIN",183844,13
"CHANGE DIAGN","FIN","RELEASE",183692,6
"FIN","RELEASE","CODE OK",156610,1
"NEW","CHANGE DIAGN","FIN",128995,13
"CHANGE DIAGN","FIN","RELEASE",137599,6
"FIN","RELEASE","CODE OK",145411,1
"NEW","FIN","RELEASE",133028,6
"FIN","RELEASE","CODE OK",134822,1
"NEW","FIN","RELEASE",-257385,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",2880,13
"CHANGE DIAGN","FIN","RELEASE",2880,6
"FIN","RELEASE","CODE OK",-5760,1
"NEW","CHANGE DIAGN","FIN",33120,13
"CHANGE DIAGN","FIN","RELEASE",-35875,6
"FIN","RELEASE","CODE OK",499981,1
"NEW","CHANGE DIAGN","FIN",-505891,13
"CHANGE DIAGN","FIN","RELEASE",-502694,6
"FIN","RELEASE","CODE OK",-544701,1
"NEW","FIN","RELEASE",-19384,6
"FIN","RELEASE","CODE OK",-83836,1
"NEW","FIN","RELEASE",300479,6
"FIN","RELEASE","CODE OK",-144775,1
"NEW","FIN","RELEASE",-220442,6
"FIN","RELEASE","CODE OK",-216056,1
"NEW","CHANGE DIAGN","FIN",138928,13
"CHANGE DIAGN","FIN","RELEASE",277136,6
"FIN","RELEASE","CODE OK",-182149,1
"NEW","CHANGE DIAGN","FIN",121673,13
"CHANGE DIAGN","FIN","RELEASE",121733,6
"FIN","RELEASE","CODE OK",300493,1
"NEW","CHANGE DIAGN","FIN",65825,13
"CHANGE DIAGN","FIN","RELEASE",710500,6
"FIN","RELEASE","CODE OK",710204,1
"RELEASE","CODE OK","BILLED",644697,16
"CODE OK","BILLED","STORNO",2863,1
"BILLED","STORNO","BILLED",-747664,16
"STORNO","BILLED","STORNO",-747669,1
"NEW","CHANGE DIAGN","FIN",93648,13
"CHANGE DIAGN","FIN","RELEASE",-195239,6
"FIN","RELEASE","CODE OK",-195267,1
"NEW","FIN","RELEASE",136616,6
"FIN","RELEASE","CODE OK",-106039,1
"NEW","CHANGE DIAGN","FIN",139208,13
"CHANGE DIAGN","FIN","RELEASE",159812,6
"FIN","RELEASE","CODE OK",510427,1
"NEW","FIN","RELEASE",11,6
"FIN","RELEASE","CODE OK",9,1
"NEW","CHANGE DIAGN","FIN",-543808,13
"CHANGE DIAGN","FIN","RELEASE",132017,6
"FIN","RELEASE","CODE OK",137840,1
"NEW","CHANGE DIAGN","FIN",129271,13
"CHANGE DIAGN","FIN","RELEASE",137977,6
"FIN","RELEASE","CODE OK",161493,1
"NEW","CHANGE DIAGN","FIN",52730,13
"CHANGE DIAGN","FIN","RELEASE",61558,6
"FIN","RELEASE","CODE OK",145849,1
"NEW","CHANGE DIAGN","FIN",-231113,13
"CHANGE DIAGN","FIN","RELEASE",-87161,6
"FIN","RELEASE","CODE OK",-156507,1
"NEW","CHANGE DIAGN","FIN",2345,13
"CHANGE DIAGN","FIN","RELEASE",36288,6
"FIN","RELEASE","CODE OK",36889,14
"RELEASE","CODE OK","REOPEN",136491,7
"NEW","CHANGE DIAGN","FIN",5206,13
"CHANGE DIAGN","FIN","RELEASE",-289120,6
"FIN","RELEASE","CODE OK",236449,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-232238,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",149,13
"CHANGE DIAGN","FIN","RELEASE",-293234,6
"FIN","RELEASE","CODE OK",79165,1
"RELEASE","CODE OK","BILLED",-158778,16
"CODE OK","BILLED","STORNO",86888,1
"BILLED","STORNO","BILLED",53021,16
"STORNO","BILLED","STORNO",53187,1
"BILLED","STORNO","BILLED",53196,16
"STORNO","BILLED","STORNO",132359,12
"BILLED","STORNO","REJECT",-93834,1
"NEW","CHANGE DIAGN","FIN",163163,13
"CHANGE DIAGN","FIN","RELEASE",158712,6
"FIN","RELEASE","CODE OK",114147,14
"RELEASE","CODE OK","REOPEN",0,8
"CODE OK","REOPEN","FIN",-697799,13
"REOPEN","FIN","RELEASE",-600309,6
"FIN","RELEASE","CODE OK",-725158,1
"NEW","CHANGE DIAGN","FIN",17027,13
"CHANGE DIAGN","FIN","RELEASE",-367343,6
"FIN","RELEASE","CODE OK",155233,1
"NEW","CHANGE DIAGN","FIN",44006,13
"CHANGE DIAGN","FIN","RELEASE",-583597,6
"FIN","RELEASE","CODE OK",-587940,1
"NEW","FIN","RELEASE",11673,6
"FIN","RELEASE","CODE OK",535757,1
"NEW","CHANGE DIAGN","FIN",-525822,13
"CHANGE DIAGN","FIN","RELEASE",-247041,6
"FIN","RELEASE","CODE OK",-40596,1
"NEW","CHANGE DIAGN","FIN",-508542,13
"CHANGE DIAGN","FIN","RELEASE",9652,6
"FIN","RELEASE","CODE OK",-27430,1
"NEW","FIN","RELEASE",340735,6
"FIN","RELEASE","CODE OK",12117,6
"RELEASE","CODE OK","CODE OK",-344968,1
"NEW","FIN","RELEASE",250262,6
"FIN","RELEASE","CODE OK",48354,1
"NEW","CHANGE DIAGN","FIN",525693,13
"CHANGE DIAGN","FIN","RELEASE",519583,5
"FIN","RELEASE","CODE NOK",48318,5
"RELEASE","CODE NOK","CODE NOK",-512731,14
"CODE NOK","CODE NOK","REOPEN",3963,8
"CODE NOK","REOPEN","FIN",-35123,13
"REOPEN","FIN","RELEASE",534454,6
"FIN","RELEASE","CODE OK",48273,1
"NEW","CHANGE DIAGN","FIN",-573094,13
"CHANGE DIAGN","FIN","RELEASE",-510934,6
"FIN","RELEASE","CODE OK",-96774,1
"RELEASE","CODE OK","BILLED",525574,16
"CODE OK","BILLED","STORNO",463414,1
"BILLED","STORNO","BILLED",49255,16
"STORNO","BILLED","STORNO",-481496,1
"NEW","CHANGE DIAGN","FIN",47994,13
"CHANGE DIAGN","FIN","RELEASE",-526418,6
"FIN","RELEASE","CODE OK",-532100,1
"RELEASE","CODE OK","BILLED",-615594,16
"CODE OK","BILLED","STORNO",-41685,1
"BILLED","STORNO","BILLED",24920,16
"STORNO","BILLED","STORNO",66672,1
"NEW","CHANGE DIAGN","FIN",-118200,13
"CHANGE DIAGN","FIN","RELEASE",126498,6
"FIN","RELEASE","CODE OK",132156,1
"NEW","CHANGE DIAGN","FIN",27102,13
"CHANGE DIAGN","FIN","RELEASE",35544,6
"FIN","RELEASE","CODE OK",245272,14
"RELEASE","CODE OK","REOPEN",11789,8
"CODE OK","REOPEN","FIN",3348,13
"REOPEN","FIN","RELEASE",-35824,6
"FIN","RELEASE","CODE OK",196775,1
"NEW","FIN","RELEASE",-214040,6
"FIN","RELEASE","CODE OK",-162833,1
"NEW","NEW","NEW",-45055,11
"NEW","NEW","NEW",471837,11
"NEW","NEW","NEW",-116307,7
"NEW","CHANGE DIAGN","FIN",-45284,13
"CHANGE DIAGN","FIN","RELEASE",-81762,6
"FIN","RELEASE","CODE OK",536274,1
"NEW","CHANGE DIAGN","FIN",-24569,13
"CHANGE DIAGN","FIN","RELEASE",533356,6
"FIN","RELEASE","CODE OK",47782,14
"RELEASE","CODE OK","REOPEN",-549057,8
"CODE OK","REOPEN","FIN",-30778,13
"REOPEN","FIN","RELEASE",-70421,6
"FIN","RELEASE","CODE OK",531706,14
"RELEASE","CODE OK","REOPEN",47615,8
"CODE OK","REOPEN","FIN",-534657,13
"REOPEN","FIN","RELEASE",-14728,6
"FIN","RELEASE","CODE OK",-55855,1
"RELEASE","CODE OK","BILLED",533355,16
"CODE OK","BILLED","STORNO",47106,12
"BILLED","STORNO","REJECT",-491456,1
"NEW","CHANGE DIAGN","FIN",47099,13
"CHANGE DIAGN","FIN","RELEASE",-566336,6
"FIN","RELEASE","CODE OK",-332248,1
"NEW","CHANGE DIAGN","FIN",47092,13
"CHANGE DIAGN","FIN","RELEASE",-476908,6
"FIN","RELEASE","CODE OK",38335,1
"NEW","CHANGE DIAGN","FIN",-528746,13
"CHANGE DIAGN","FIN","RELEASE",-522226,6
"FIN","RELEASE","CODE OK",-559580,1
"NEW","CHANGE DIAGN","FIN",419815,13
"CHANGE DIAGN","FIN","RELEASE",9785,6
"FIN","RELEASE","CODE OK",125134,1
"NEW","FIN","RELEASE",-84920,6
"FIN","RELEASE","CODE OK",-89308,1
"NEW","CHANGE DIAGN","FIN",-5755,13
"CHANGE DIAGN","FIN","RELEASE",404789,6
"FIN","RELEASE","CODE OK",556109,1
"NEW","FIN","RELEASE",-14658,6
"FIN","RELEASE","CODE OK",-15167,1
"NEW","CHANGE DIAGN","FIN",-76917,13
"CHANGE DIAGN","FIN","RELEASE",535843,6
"FIN","RELEASE","CODE OK",46785,1
"NEW","CHANGE DIAGN","FIN",1,13
"CHANGE DIAGN","FIN","RELEASE",25349,6
"FIN","RELEASE","CODE OK",-1342849,1
"NEW","CHANGE DIAGN","FIN",50747,13
"CHANGE DIAGN","FIN","RELEASE",-117918,6
"FIN","RELEASE","CODE OK",398740,1
"NEW","FIN","RELEASE",-527550,5
"FIN","RELEASE","CODE NOK",-3272,15
"NEW","FIN","RELEASE",5206,6
"FIN","RELEASE","CODE OK",-33904,1
"NEW","FIN","RELEASE",-509401,6
"FIN","RELEASE","CODE OK",-541039,1
"NEW","FIN","RELEASE",-41790,6
"FIN","RELEASE","CODE OK",-41879,1
"RELEASE","CODE OK","BILLED",-54432,6
"CODE OK","BILLED","CODE OK",131856,10
"BILLED","CODE OK","MANUAL",137845,10
"CODE OK","MANUAL","MANUAL",158575,6
"MANUAL","MANUAL","CODE OK",-131849,10
"NEW","FIN","RELEASE",11834,6
"FIN","RELEASE","CODE OK",-470495,1
"NEW","FIN","RELEASE",-98911,1
"NEW","FIN","RELEASE",17445,6
