"Activity1","Activity2","Activity3","Duration","Next_Activity","V6","V7"
"NEW","NEW","NEW","NEW","NEW",33916,"NEW"
"NEW","NEW","NEW","NEW","NEW",-100444,"NEW"
"NEW","NEW","NEW","NEW","NEW",530250,"NEW"
"NEW","NEW","NEW","NEW","NEW",492774,"NEW"
"NEW","NEW","NEW","NEW","NEW",4320,"NEW"
"NEW","NEW","NEW","NEW","NEW",15900,"NEW"
"NEW","NEW","NEW","NEW","NEW",15938,"NEW"
"NEW","NEW","NEW","NEW","NEW",7231,"NEW"
"NEW","NEW","NEW","NEW","NEW",4541,"NEW"
"NEW","NEW","NEW","NEW","NEW",-8611,"NEW"
"NEW","NEW","NEW","NEW","NEW",-264982,"NEW"
"NEW","NEW","NEW","NEW","NEW",-265163,"NEW"
"NEW","NEW","NEW","NEW","NEW",-256192,"NEW"
"NEW","NEW","NEW","NEW","NEW",-240946,"NEW"
"NEW","NEW","NEW","NEW","NEW",-37436,"NEW"
"NEW","NEW","NEW","NEW","NEW",-246201,"NEW"
"NEW","NEW","NEW","NEW","NEW",-246346,"NEW"
"NEW","NEW","NEW","NEW","NEW",-248073,"NEW"
"NEW","NEW","NEW","NEW","NEW",-107778,"NEW"
"NEW","NEW","NEW","NEW","NEW",30244,"NEW"
"NEW","NEW","NEW","NEW","NEW",181412,"NEW"
"NEW","NEW","NEW","NEW","NEW",181477,"NEW"
"NEW","NEW","NEW","NEW","NEW",183251,"NEW"
"NEW","NEW","NEW","NEW","NEW",31954,"FIN"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-40282,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-172141,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-155854,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-155476,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-155140,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-101601,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",244898,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-458131,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",312078,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-53245,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-53280,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-53280,"BILLED"
"CODE OK","BILLED","STORNO","REJECT","BILLED",-54437,"STORNO"
"BILLED","STORNO","REJECT","BILLED","STORNO",-54131,"REJECT"
"STORNO","REJECT","BILLED","STORNO","REJECT",7215,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-208826,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-208994,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-10070,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",152033,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-47625,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",542798,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-8,"BILLED"
"NEW","NEW","NEW","NEW","NEW",37873,"NEW"
"NEW","NEW","NEW","NEW","NEW",76884,"NEW"
"NEW","NEW","NEW","NEW","NEW",-3715,"NEW"
"NEW","NEW","NEW","NEW","NEW",-483156,"NEW"
"NEW","NEW","NEW","NEW","NEW",-486212,"NEW"
"NEW","NEW","NEW","NEW","NEW",-492416,"NEW"
"NEW","NEW","NEW","NEW","NEW",-407969,"NEW"
"NEW","NEW","NEW","NEW","NEW",173348,"NEW"
"NEW","NEW","NEW","NEW","NEW",135017,"NEW"
"NEW","NEW","NEW","NEW","NEW",275486,"NEW"
"NEW","NEW","NEW","NEW","NEW",-40407,"NEW"
"NEW","NEW","NEW","NEW","NEW",-169268,"NEW"
"NEW","NEW","NEW","NEW","NEW",-39226,"NEW"
"NEW","NEW","NEW","NEW","NEW",-46433,"NEW"
"NEW","NEW","NEW","NEW","NEW",-178209,"NEW"
"NEW","NEW","NEW","NEW","NEW",272720,"NEW"
"NEW","NEW","NEW","NEW","NEW",36121,"NEW"
"NEW","NEW","NEW","NEW","NEW",-94327,"NEW"
"NEW","NEW","NEW","NEW","NEW",37168,"NEW"
"NEW","NEW","NEW","NEW","NEW",31784,"NEW"
"NEW","NEW","NEW","NEW","NEW",-97280,"NEW"
"NEW","NEW","NEW","NEW","NEW",275587,"NEW"
"NEW","NEW","NEW","NEW","NEW",-40219,"NEW"
"NEW","NEW","NEW","NEW","NEW",-171796,"NEW"
"NEW","NEW","NEW","NEW","NEW",-40820,"NEW"
"NEW","NEW","NEW","NEW","NEW",-46353,"NEW"
"NEW","NEW","NEW","NEW","NEW",-177976,"NEW"
"NEW","NEW","NEW","NEW","NEW",275486,"NEW"
"NEW","NEW","NEW","NEW","NEW",2988,"NEW"
"NEW","NEW","NEW","NEW","NEW",-128377,"NEW"
"NEW","NEW","NEW","NEW","NEW",-127224,"NEW"
"NEW","NEW","NEW","NEW","NEW",-404,"NEW"
"NEW","NEW","NEW","NEW","NEW",-137977,"NEW"
"NEW","NEW","NEW","NEW","NEW",137721,"NEW"
"NEW","NEW","NEW","NEW","NEW",275331,"NEW"
"NEW","NEW","NEW","NEW","NEW",1260,"NEW"
"NEW","NEW","NEW","NEW","NEW",-126122,"NEW"
"NEW","NEW","NEW","NEW","NEW",-63478,"NEW"
"NEW","NEW","NEW","NEW","NEW",-66475,"NEW"
"NEW","NEW","NEW","NEW","NEW",-199615,"NEW"
"NEW","NEW","NEW","NEW","NEW",173980,"NEW"
"NEW","NEW","NEW","NEW","NEW",-22651,"NEW"
"NEW","NEW","NEW","NEW","NEW",-85193,"NEW"
"NEW","NEW","NEW","NEW","NEW",-85397,"NEW"
"NEW","NEW","NEW","NEW","NEW",-84747,"NEW"
"NEW","NEW","NEW","NEW","NEW",-133892,"NEW"
"NEW","NEW","NEW","NEW","NEW",57328,"NEW"
"NEW","NEW","NEW","NEW","NEW",188762,"NEW"
"NEW","NEW","NEW","NEW","NEW",189150,"NEW"
"NEW","NEW","NEW","NEW","NEW",189944,"NEW"
"NEW","NEW","NEW","NEW","NEW",476692,"NEW"
"NEW","NEW","NEW","NEW","NEW",-15783,"NEW"
"NEW","NEW","NEW","NEW","NEW",-147401,"NEW"
"NEW","NEW","NEW","NEW","NEW",-16228,"NEW"
"NEW","NEW","NEW","NEW","NEW",-21805,"NEW"
"NEW","NEW","NEW","NEW","NEW",-354560,"NEW"
"NEW","NEW","NEW","NEW","NEW",139540,"NEW"
"NEW","NEW","NEW","NEW","NEW",139539,"NEW"
"NEW","NEW","NEW","NEW","NEW",7978,"NEW"
"NEW","NEW","NEW","NEW","NEW",7590,"NEW"
"NEW","NEW","NEW","NEW","NEW",156548,"NEW"
"NEW","NEW","NEW","NEW","NEW",-175358,"NEW"
"NEW","NEW","NEW","NEW","NEW",-175358,"NEW"
"NEW","NEW","NEW","NEW","NEW",-166963,"NEW"
"NEW","NEW","NEW","NEW","NEW",-124602,"NEW"
"NEW","NEW","NEW","NEW","NEW",-279125,"NEW"
"NEW","NEW","NEW","NEW","NEW",51229,"NEW"
"NEW","NEW","NEW","NEW","NEW",273525,"NEW"
"NEW","NEW","NEW","NEW","NEW",36284,"NEW"
"NEW","NEW","NEW","NEW","NEW",62996,"NEW"
"NEW","NEW","NEW","NEW","NEW",122067,"NEW"
"NEW","NEW","NEW","NEW","NEW",122182,"NEW"
"NEW","NEW","NEW","NEW","NEW",-91180,"NEW"
"NEW","NEW","NEW","NEW","NEW",275285,"NEW"
"NEW","NEW","NEW","NEW","NEW",-102092,"NEW"
"NEW","NEW","NEW","NEW","NEW",-161562,"NEW"
"NEW","NEW","NEW","NEW","NEW",-30571,"NEW"
"NEW","NEW","NEW","NEW","NEW",-39117,"NEW"
"NEW","NEW","NEW","NEW","NEW",-170711,"NEW"
"NEW","NEW","NEW","NEW","NEW",183798,"NEW"
"NEW","NEW","NEW","NEW","NEW",200094,"NEW"
"NEW","NEW","NEW","NEW","NEW",147822,"NEW"
"NEW","NEW","NEW","NEW","NEW",151769,"NEW"
"NEW","NEW","NEW","NEW","NEW",-153361,"NEW"
"NEW","NEW","NEW","NEW","NEW",-199566,"NEW"
"NEW","NEW","NEW","NEW","NEW",-181738,"NEW"
"NEW","NEW","NEW","NEW","NEW",-195199,"NEW"
"NEW","NEW","NEW","NEW","NEW",-199380,"NEW"
"NEW","NEW","NEW","NEW","NEW",104100,"NEW"
"NEW","NEW","NEW","NEW","NEW",294055,"NEW"
"NEW","NEW","NEW","NEW","NEW",-30771,"NEW"
"NEW","NEW","NEW","NEW","NEW",-96217,"NEW"
"NEW","NEW","NEW","NEW","NEW",32923,"NEW"
"NEW","NEW","NEW","NEW","NEW",28843,"NEW"
"NEW","NEW","NEW","NEW","NEW",-152456,"NEW"
"NEW","NEW","NEW","NEW","NEW",181816,"NEW"
"NEW","NEW","NEW","NEW","NEW",9215,"NEW"
"NEW","NEW","NEW","NEW","NEW",-61041,"NEW"
"NEW","NEW","NEW","NEW","NEW",12677,"NEW"
"NEW","NEW","NEW","NEW","NEW",4290,"NEW"
"NEW","NEW","NEW","NEW","NEW",-34680,"NEW"
"NEW","NEW","NEW","NEW","NEW",294430,"NEW"
"NEW","NEW","NEW","NEW","NEW",-32934,"NEW"
"NEW","NEW","NEW","NEW","NEW",-43236,"NEW"
"NEW","NEW","NEW","NEW","NEW",-43315,"NEW"
"NEW","NEW","NEW","NEW","NEW",-40621,"NEW"
"NEW","NEW","NEW","NEW","NEW",-166588,"NEW"
"NEW","NEW","NEW","NEW","NEW",2916,"NEW"
"NEW","NEW","NEW","NEW","NEW",-60794,"FIN"
"NEW","NEW","NEW","NEW","FIN",67476,"RELEASE"
"NEW","NEW","NEW","FIN","RELEASE",60441,"CODE OK"
"NEW","NEW","FIN","RELEASE","CODE OK",38832,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-192683,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",40025,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",6641,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-175252,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-89503,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-239951,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",402551,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",122589,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",122530,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",137697,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-218482,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-33354,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",5450,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",173108,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-214036,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",294228,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",275279,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-26155,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-85722,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-143322,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",30242,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-125860,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-126312,"BILLED"
"NEW","NEW","NEW","NEW","NEW",-58868,"NEW"
"NEW","NEW","NEW","NEW","NEW",-200303,"NEW"
"NEW","NEW","NEW","NEW","NEW",-66301,"NEW"
"NEW","NEW","NEW","NEW","NEW",-66244,"NEW"
"NEW","NEW","NEW","NEW","NEW",-67587,"NEW"
"NEW","NEW","NEW","NEW","NEW",275077,"NEW"
"NEW","NEW","NEW","NEW","NEW",-33710,"NEW"
"NEW","NEW","NEW","NEW","NEW",-167826,"NEW"
"NEW","NEW","NEW","NEW","NEW",-89279,"NEW"
"NEW","NEW","NEW","NEW","NEW",-92372,"NEW"
"NEW","NEW","NEW","NEW","NEW",-225527,"NEW"
"NEW","NEW","NEW","NEW","NEW",360387,"NEW"
"NEW","NEW","NEW","NEW","NEW",49528,"NEW"
"NEW","NEW","NEW","NEW","NEW",604280,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",46171,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",190636,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",54373,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",218033,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",273974,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",28800,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",543181,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-499858,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-43302,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",307601,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",710517,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",710522,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",713050,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-102972,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-747647,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-195091,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",640859,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-537901,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",290357,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",197710,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-83792,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",39156,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",136975,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",236449,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-239437,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-159067,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-206432,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",79689,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-106195,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",139989,"BILLED"
"BILLED","STORNO","BILLED","STORNO","BILLED",53720,"STORNO"
"STORNO","BILLED","STORNO","BILLED","STORNO",184942,"REJECT"
"BILLED","STORNO","BILLED","STORNO","REJECT",-40733,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",163163,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",158712,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-583652,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-600309,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-725158,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",158556,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-580397,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4000,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",17181,"BILLED"
"NEW","FIN","RELEASE","CODE OK","CODE OK",-4292,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",573776,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","CODE NOK",-1911,"REOPEN"
"FIN","RELEASE","CODE NOK","CODE NOK","REOPEN",12961,"FIN"
"RELEASE","CODE NOK","CODE NOK","REOPEN","FIN",12960,"RELEASE"
"CODE NOK","CODE NOK","REOPEN","FIN","RELEASE",12960,"CODE OK"
"CODE NOK","REOPEN","FIN","RELEASE","CODE OK",12916,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-47754,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-59175,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-84885,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",574595,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-29737,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-525910,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-568103,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-573790,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-548984,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",24987,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-109165,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",271342,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",38891,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",12822,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",208416,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",200122,"BILLED"
"NEW","NEW","NEW","NEW","NEW",481048,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-34560,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",22812,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-23039,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-23039,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-23040,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-24689,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-23206,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-8640,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-8639,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-8640,"BILLED"
"REOPEN","FIN","RELEASE","CODE OK","BILLED",-6991,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-9148,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",34561,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-321623,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",48960,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-511976,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",128020,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",520109,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-30308,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-1342848,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",407534,"BILLED"
"NEW","FIN","RELEASE","CODE OK","BILLED",89830,"CODE OK"
"FIN","RELEASE","CODE OK","BILLED","CODE OK",89977,"MANUAL"
"RELEASE","CODE OK","BILLED","CODE OK","MANUAL",-48207,"MANUAL"
"CODE OK","BILLED","CODE OK","MANUAL","MANUAL",290195,"CODE OK"
"BILLED","CODE OK","MANUAL","MANUAL","CODE OK",7,"MANUAL"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",-135861,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-137237,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",271052,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-208885,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",269951,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",283979,"BILLED"
"NEW","FIN","RELEASE","CODE OK","MANUAL",179764,"RELEASE"
"FIN","RELEASE","CODE OK","MANUAL","RELEASE",-8639,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",-140170,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-324398,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-65925,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",114136,"BILLED"
"NEW","FIN","RELEASE","CODE OK","BILLED",1649,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",944,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",75301,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",26314,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-105898,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",444659,"RELEASE"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","RELEASE",473674,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",501311,"MANUAL"
"RELEASE","CODE OK","RELEASE","CODE OK","MANUAL",547466,"RELEASE"
"CODE OK","RELEASE","CODE OK","MANUAL","RELEASE",-195841,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",-588190,"RELEASE"
"CODE OK","MANUAL","RELEASE","CODE OK","RELEASE",-668074,"CODE OK"
"MANUAL","RELEASE","CODE OK","RELEASE","CODE OK",-698592,"REOPEN"
"RELEASE","CODE OK","RELEASE","CODE OK","REOPEN",-708747,"FIN"
"CODE OK","RELEASE","CODE OK","REOPEN","FIN",34703,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",5787,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",38908,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-72428,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-722838,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-155902,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-343275,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",-132245,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","CODE NOK",-132244,"CODE NOK"
"FIN","RELEASE","CODE NOK","CODE NOK","CODE NOK",-81635,"CODE NOK"
"RELEASE","CODE NOK","CODE NOK","CODE NOK","CODE NOK",23828,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK","CODE NOK",-120577,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK","CODE NOK",162484,"CODE NOK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK","CODE NOK",290108,"CODE OK"
"CODE NOK","CODE NOK","CODE NOK","CODE NOK","CODE OK",-75014,"CODE OK"
"CODE NOK","CODE NOK","CODE NOK","CODE OK","CODE OK",-180477,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-83469,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",270996,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-24015,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-95056,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",32909,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",30216,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-2965,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",8715,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",289929,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",11549,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",108577,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-142073,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34560,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4515,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",14494,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",14570,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-30633,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",91597,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-143217,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",9594,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-154,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",54730,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-248041,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",289821,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",472000,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",179410,"BILLED"
"NEW","FIN","RELEASE","CODE OK","BILLED",270647,"CODE OK"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34528,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-63873,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-396523,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",42311,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",289883,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-33502,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-95222,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",38444,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-62189,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-61844,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-97595,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-54982,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",12287,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",219623,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",288695,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",176430,"BILLED"
