"Activity1","Activity2","Activity3","Duration","Next_Activity","V6"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137779,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",139234,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",6514,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",202009,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",241526,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",44643,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",44946,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",44935,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",35036,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137002,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-120751,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137424,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-246746,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-71237,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-78744,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137926,"BILLED"
"NEW","NEW","NEW","NEW",-153906,"NEW"
"NEW","NEW","NEW","NEW",137946,"NEW"
"NEW","NEW","NEW","NEW",184190,"NEW"
"NEW","NEW","NEW","NEW",-89812,"NEW"
"NEW","NEW","NEW","NEW",-90162,"NEW"
"NEW","NEW","NEW","NEW",35494,"NEW"
"NEW","NEW","NEW","NEW",-10400,"NEW"
"NEW","NEW","NEW","NEW",137958,"NEW"
"NEW","NEW","NEW","NEW",275482,"NEW"
"NEW","NEW","NEW","NEW",-183144,"NEW"
"NEW","NEW","NEW","NEW",-133482,"NEW"
"NEW","NEW","NEW","NEW",13893,"NEW"
"NEW","NEW","NEW","NEW",-123070,"NEW"
"NEW","NEW","NEW","NEW",203973,"NEW"
"NEW","NEW","NEW","NEW",164125,"NEW"
"NEW","NEW","NEW","NEW",-203359,"NEW"
"NEW","NEW","NEW","NEW",-185483,"NEW"
"NEW","NEW","NEW","NEW",-627,"NEW"
"NEW","NEW","NEW","NEW",-10213,"NEW"
"NEW","NEW","NEW","NEW",203969,"NEW"
"NEW","NEW","NEW","NEW",195694,"NEW"
"NEW","NEW","NEW","NEW",-190327,"NEW"
"NEW","NEW","NEW","NEW",-190905,"NEW"
"NEW","NEW","NEW","NEW",-58421,"NEW"
"NEW","NEW","NEW","NEW",-68143,"NEW"
"NEW","NEW","NEW","NEW",137323,"NEW"
"NEW","NEW","NEW","NEW",295535,"NEW"
"NEW","NEW","NEW","NEW",-106436,"NEW"
"NEW","NEW","NEW","NEW",-101489,"NEW"
"NEW","NEW","NEW","NEW",-33418,"NEW"
"NEW","NEW","NEW","NEW",-191577,"NEW"
"NEW","NEW","NEW","NEW",86638,"NEW"
"NEW","NEW","NEW","NEW",169664,"NEW"
"NEW","NEW","NEW","NEW",-77923,"NEW"
"NEW","NEW","NEW","NEW",-77975,"NEW"
"NEW","NEW","NEW","NEW",45921,"NEW"
"NEW","NEW","NEW","NEW",-42197,"NEW"
"NEW","NEW","NEW","NEW",137258,"NEW"
"NEW","NEW","NEW","NEW",295445,"NEW"
"NEW","NEW","NEW","NEW",-159978,"NEW"
"NEW","NEW","NEW","NEW",-160273,"NEW"
"NEW","NEW","NEW","NEW",-101068,"NEW"
"NEW","NEW","NEW","NEW",-259194,"NEW"
"NEW","NEW","NEW","NEW",69517,"NEW"
"NEW","NEW","NEW","NEW",658166,"NEW"
"NEW","NEW","NEW","NEW",-59738,"NEW"
"NEW","NEW","NEW","NEW",-59800,"NEW"
"NEW","NEW","NEW","NEW",65921,"NEW"
"NEW","NEW","NEW","NEW",-522433,"NEW"
"NEW","NEW","NEW","NEW",138008,"NEW"
"NEW","NEW","NEW","NEW",275609,"NEW"
"NEW","NEW","NEW","NEW",-98550,"NEW"
"NEW","NEW","NEW","NEW",-98845,"NEW"
"NEW","NEW","NEW","NEW",16807,"NEW"
"NEW","NEW","NEW","NEW",-120646,"NEW"
"NEW","NEW","NEW","NEW",129100,"NEW"
"NEW","NEW","NEW","NEW",139868,"NEW"
"NEW","NEW","NEW","NEW",18185,"NEW"
"NEW","NEW","NEW","NEW",18713,"NEW"
"NEW","NEW","NEW","NEW",17626,"NEW"
"NEW","NEW","NEW","NEW",6860,"NEW"
"NEW","NEW","NEW","NEW",6860,"NEW"
"NEW","NEW","NEW","NEW",6184,"NEW"
"NEW","NEW","NEW","NEW",2,"NEW"
"NEW","NEW","NEW","NEW",0,"NEW"
"NEW","NEW","NEW","NEW",5949,"NEW"
"NEW","NEW","NEW","NEW",-182383,"NEW"
"NEW","NEW","NEW","NEW",-182382,"NEW"
"NEW","NEW","NEW","NEW",-49402,"NEW"
"NEW","NEW","NEW","NEW",-55279,"NEW"
"NEW","NEW","NEW","NEW",137667,"NEW"
"NEW","NEW","NEW","NEW",275254,"NEW"
"NEW","NEW","NEW","NEW",-98371,"NEW"
"NEW","NEW","NEW","NEW",-98442,"NEW"
"NEW","NEW","NEW","NEW",28278,"NEW"
"NEW","NEW","NEW","NEW",-109015,"NEW"
"NEW","NEW","NEW","NEW",137601,"NEW"
"NEW","NEW","NEW","NEW",215222,"NEW"
"NEW","NEW","NEW","NEW",-164367,"NEW"
"NEW","NEW","NEW","NEW",-164410,"NEW"
"NEW","NEW","NEW","NEW",-108510,"NEW"
"NEW","NEW","NEW","NEW",-186070,"NEW"
"NEW","NEW","NEW","NEW",70964,"NEW"
"NEW","NEW","NEW","NEW",274866,"NEW"
"NEW","NEW","NEW","NEW",240019,"NEW"
"NEW","NEW","NEW","NEW",239966,"NEW"
"NEW","NEW","NEW","NEW",231188,"NEW"
"NEW","NEW","NEW","NEW",67382,"NEW"
"NEW","NEW","NEW","NEW",40434,"NEW"
"NEW","NEW","NEW","NEW",40484,"NEW"
"NEW","NEW","NEW","NEW",129697,"NEW"
"NEW","NEW","NEW","NEW",104932,"NEW"
"NEW","NEW","NEW","NEW",104918,"NEW"
"NEW","NEW","NEW","NEW",105130,"NEW"
"NEW","NEW","NEW","NEW",24597,"NEW"
"NEW","NEW","NEW","NEW",-421328,"NEW"
"NEW","NEW","NEW","NEW",102812,"NEW"
"NEW","NEW","NEW","NEW",-459099,"NEW"
"NEW","NEW","NEW","NEW",-426391,"NEW"
"NEW","NEW","NEW","NEW",69086,"NEW"
"NEW","NEW","NEW","NEW",-455020,"NEW"
"NEW","NEW","NEW","NEW",111243,"NEW"
"NEW","NEW","NEW","NEW",233155,"NEW"
"NEW","NEW","NEW","NEW",-71946,"NEW"
"NEW","NEW","NEW","NEW",452140,"NEW"
"NEW","NEW","NEW","NEW",447810,"NEW"
"NEW","NEW","NEW","NEW",293319,"NEW"
"NEW","NEW","NEW","NEW",577885,"NEW"
"NEW","NEW","NEW","NEW",-516980,"NEW"
"NEW","NEW","NEW","NEW",6907,"NEW"
"NEW","NEW","NEW","NEW",-567804,"NEW"
"NEW","NEW","NEW","NEW",-484403,"NEW"
"NEW","NEW","NEW","NEW",105950,"NEW"
"NEW","NEW","NEW","NEW",-418230,"NEW"
"NEW","NEW","NEW","NEW",48972,"NEW"
"NEW","NEW","NEW","NEW",20334,"NEW"
"NEW","NEW","NEW","NEW",770,"NEW"
"NEW","NEW","NEW","NEW",3942,"NEW"
"NEW","NEW","NEW","NEW",294522,"NEW"
"NEW","NEW","NEW","NEW",-107995,"NEW"
"NEW","NEW","NEW","NEW",416021,"NEW"
"NEW","NEW","NEW","NEW",413141,"NEW"
"NEW","NEW","NEW","NEW",230070,"NEW"
"NEW","NEW","NEW","NEW",577833,"NEW"
"NEW","NEW","NEW","NEW",-557228,"NEW"
"NEW","NEW","NEW","NEW",-517200,"NEW"
"NEW","NEW","NEW","NEW",-527450,"NEW"
"NEW","NEW","NEW","NEW",-571173,"NEW"
"NEW","NEW","NEW","NEW",2880,"NEW"
"NEW","NEW","NEW","NEW",-11520,"NEW"
"NEW","NEW","NEW","NEW",-8643,"NEW"
"NEW","NEW","NEW","NEW",-9529,"NEW"
"NEW","NEW","NEW","NEW",438614,"NEW"
"NEW","NEW","NEW","NEW",412694,"NEW"
"NEW","NEW","NEW","NEW",-41757,"NEW"
"NEW","NEW","NEW","NEW",-27357,"NEW"
"NEW","NEW","NEW","NEW",-417014,"NEW"
"NEW","NEW","NEW","NEW",-412694,"NEW"
"NEW","NEW","NEW","NEW",47226,"NEW"
"NEW","NEW","NEW","NEW",37997,"NEW"
"NEW","NEW","NEW","NEW",-28794,"NEW"
"NEW","NEW","NEW","NEW",490988,"NEW"
"NEW","NEW","NEW","NEW",484374,"NEW"
"NEW","NEW","NEW","NEW",488013,"NEW"
"NEW","NEW","NEW","NEW",668053,"NEW"
"NEW","NEW","NEW","NEW",-478003,"NEW"
"NEW","NEW","NEW","NEW",-398509,"NEW"
"NEW","NEW","NEW","NEW",-491325,"NEW"
"NEW","NEW","NEW","NEW",-100933,"NEW"
"NEW","NEW","NEW","NEW",521510,"NEW"
"NEW","NEW","NEW","NEW",450464,"NEW"
"NEW","NEW","NEW","NEW",576780,"NEW"
"NEW","NEW","NEW","NEW",-520921,"NEW"
"NEW","NEW","NEW","NEW",15411,"NEW"
"NEW","NEW","NEW","NEW",7198,"NEW"
"NEW","NEW","NEW","NEW",-35079,"NEW"
"NEW","NEW","NEW","NEW",577001,"NEW"
"NEW","NEW","NEW","NEW",-545432,"NEW"
"NEW","NEW","NEW","NEW",-265509,"NEW"
"NEW","NEW","NEW","NEW",-265196,"NEW"
"NEW","NEW","NEW","NEW",-295812,"NEW"
"NEW","NEW","NEW","NEW",344666,"NEW"
"NEW","NEW","NEW","NEW",-317886,"NEW"
"NEW","NEW","NEW","NEW",-246547,"NEW"
"NEW","NEW","NEW","NEW",-255350,"NEW"
"NEW","NEW","NEW","NEW",-302939,"NEW"
"NEW","NEW","NEW","NEW",274324,"NEW"
"NEW","NEW","NEW","NEW",-41441,"NEW"
"NEW","NEW","NEW","NEW",181211,"NEW"
"NEW","NEW","NEW","NEW",174200,"NEW"
"NEW","NEW","NEW","NEW",-11910,"NEW"
"NEW","NEW","NEW","NEW",276034,"FIN"
"NEW","CHANGE DIAGN","FIN","RELEASE",275726,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-172141,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-258801,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-155938,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-212599,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-158281,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",138021,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-107566,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137775,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",199428,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",577334,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-458332,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-464333,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",267498,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",577540,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-578358,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-53768,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-60639,"BILLED"
"BILLED","STORNO","REJECT","BILLED",-99017,"STORNO"
"STORNO","REJECT","BILLED","STORNO",576654,"REJECT"
"REJECT","BILLED","STORNO","REJECT",-517863,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-532307,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-209353,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-216157,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-15987,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-55817,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",151700,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",532827,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-38551,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-47947,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",534055,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",310280,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",-43204,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",577347,"BILLED"
"NEW","FIN","RELEASE","CODE OK",492229,"BILLED"
"NEW","NEW","NEW","NEW",31668,"NEW"
"NEW","NEW","NEW","NEW",31142,"NEW"
"NEW","NEW","NEW","NEW",577196,"NEW"
"NEW","NEW","NEW","NEW",-528777,"NEW"
"NEW","NEW","NEW","NEW",-483343,"NEW"
"NEW","NEW","NEW","NEW",-492417,"NEW"
"NEW","NEW","NEW","NEW",-538158,"NEW"
"NEW","NEW","NEW","NEW",172942,"NEW"
"NEW","NEW","NEW","NEW",127727,"NEW"
"NEW","NEW","NEW","NEW",137886,"NEW"
"NEW","NEW","NEW","NEW",275485,"NEW"
"NEW","NEW","NEW","NEW",-170596,"NEW"
"NEW","NEW","NEW","NEW",-169674,"NEW"
"NEW","NEW","NEW","NEW",-46516,"NEW"
"NEW","NEW","NEW","NEW",-184033,"NEW"
"NEW","NEW","NEW","NEW",137683,"NEW"
"NEW","NEW","NEW","NEW",271392,"NEW"
"NEW","NEW","NEW","NEW",-94327,"NEW"
"NEW","NEW","NEW","NEW",-94410,"NEW"
"NEW","NEW","NEW","NEW",31344,"NEW"
"NEW","NEW","NEW","NEW",-103253,"NEW"
"NEW","NEW","NEW","NEW",137991,"NEW"
"NEW","NEW","NEW","NEW",275587,"NEW"
"NEW","NEW","NEW","NEW",-171797,"NEW"
"NEW","NEW","NEW","NEW",-172236,"NEW"
"NEW","NEW","NEW","NEW",-46793,"NEW"
"NEW","NEW","NEW","NEW",-183949,"NEW"
"NEW","NEW","NEW","NEW",137830,"NEW"
"NEW","NEW","NEW","NEW",275485,"NEW"
"NEW","NEW","NEW","NEW",-128428,"NEW"
"NEW","NEW","NEW","NEW",-128817,"NEW"
"NEW","NEW","NEW","NEW",-133197,"NEW"
"NEW","NEW","NEW","NEW",-138060,"NEW"
"NEW","NEW","NEW","NEW",134520,"NEW"
"NEW","NEW","NEW","NEW",137670,"NEW"
"NEW","NEW","NEW","NEW",273738,"NEW"
"NEW","NEW","NEW","NEW",-131533,"NEW"
"NEW","NEW","NEW","NEW",-126205,"NEW"
"NEW","NEW","NEW","NEW",-66679,"NEW"
"NEW","NEW","NEW","NEW",-204136,"NEW"
"NEW","NEW","NEW","NEW",72863,"NEW"
"NEW","NEW","NEW","NEW",168569,"NEW"
"NEW","NEW","NEW","NEW",-85378,"NEW"
"NEW","NEW","NEW","NEW",-85397,"NEW"
"NEW","NEW","NEW","NEW",-89918,"NEW"
"NEW","NEW","NEW","NEW",-185864,"NEW"
"NEW","NEW","NEW","NEW",57328,"NEW"
"NEW","NEW","NEW","NEW",57143,"NEW"
"NEW","NEW","NEW","NEW",188762,"NEW"
"NEW","NEW","NEW","NEW",183979,"NEW"
"NEW","NEW","NEW","NEW",137972,"NEW"
"NEW","NEW","NEW","NEW",476692,"NEW"
"NEW","NEW","NEW","NEW",-147402,"NEW"
"NEW","NEW","NEW","NEW",-147789,"NEW"
"NEW","NEW","NEW","NEW",-22193,"NEW"
"NEW","NEW","NEW","NEW",-360525,"NEW"
"NEW","NEW","NEW","NEW",137915,"NEW"
"NEW","NEW","NEW","NEW",139539,"NEW"
"NEW","NEW","NEW","NEW",7978,"NEW"
"NEW","NEW","NEW","NEW",7590,"NEW"
"NEW","NEW","NEW","NEW",1625,"NEW"
"NEW","NEW","NEW","NEW",154923,"NEW"
"NEW","NEW","NEW","NEW",-175358,"NEW"
"NEW","NEW","NEW","NEW",-175358,"NEW"
"NEW","NEW","NEW","NEW",-166963,"NEW"
"NEW","NEW","NEW","NEW",-279525,"NEW"
"NEW","NEW","NEW","NEW",51156,"NEW"
"NEW","NEW","NEW","NEW",51229,"NEW"
"NEW","NEW","NEW","NEW",265130,"NEW"
"NEW","NEW","NEW","NEW",-6077,"NEW"
"NEW","NEW","NEW","NEW",62596,"NEW"
"NEW","NEW","NEW","NEW",121994,"NEW"
"NEW","NEW","NEW","NEW",-100114,"NEW"
"NEW","NEW","NEW","NEW",137666,"NEW"
"NEW","NEW","NEW","NEW",206212,"NEW"
"NEW","NEW","NEW","NEW",-161563,"NEW"
"NEW","NEW","NEW","NEW",-161750,"NEW"
"NEW","NEW","NEW","NEW",-39505,"NEW"
"NEW","NEW","NEW","NEW",-176736,"NEW"
"NEW","NEW","NEW","NEW",137593,"NEW"
"NEW","NEW","NEW","NEW",183797,"NEW"
"NEW","NEW","NEW","NEW",68915,"NEW"
"NEW","NEW","NEW","NEW",147434,"NEW"
"NEW","NEW","NEW","NEW",145744,"NEW"
"NEW","NEW","NEW","NEW",-199566,"NEW"
"NEW","NEW","NEW","NEW",-215863,"NEW"
"NEW","NEW","NEW","NEW",-260645,"NEW"
"NEW","NEW","NEW","NEW",-199534,"NEW"
"NEW","NEW","NEW","NEW",99725,"NEW"
"NEW","NEW","NEW","NEW",104100,"NEW"
"NEW","NEW","NEW","NEW",259930,"NEW"
"NEW","NEW","NEW","NEW",-96217,"NEW"
"NEW","NEW","NEW","NEW",-96371,"NEW"
"NEW","NEW","NEW","NEW",28548,"NEW"
"NEW","NEW","NEW","NEW",-161112,"NEW"
"NEW","NEW","NEW","NEW",138245,"NEW"
"NEW","NEW","NEW","NEW",181816,"NEW"
"NEW","NEW","NEW","NEW",-120079,"NEW"
"NEW","NEW","NEW","NEW",-61336,"NEW"
"NEW","NEW","NEW","NEW",4021,"NEW"
"NEW","NEW","NEW","NEW",-39281,"NEW"
"NEW","NEW","NEW","NEW",137921,"NEW"
"NEW","NEW","NEW","NEW",235392,"NEW"
"NEW","NEW","NEW","NEW",-106947,"NEW"
"NEW","NEW","NEW","NEW",-43505,"NEW"
"NEW","NEW","NEW","NEW",-47916,"NEW"
"NEW","NEW","NEW","NEW",-197130,"NEW"
"NEW","NEW","NEW","NEW",101738,"NEW"
"NEW","NEW","NEW","NEW",-60795,"NEW"
"NEW","NEW","NEW","NEW",-60984,"FIN"
"NEW","NEW","NEW","FIN",60181,"RELEASE"
"NEW","NEW","FIN","RELEASE",29899,"CODE OK"
"NEW","FIN","RELEASE","CODE OK",137654,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-192711,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",78247,"BILLED"
"NEW","FIN","RELEASE","CODE OK",16808,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",275298,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-88468,"BILLED"
"NEW","FIN","RELEASE","CODE OK",179887,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",6625,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",6641,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-178214,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137772,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-95350,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",90331,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-240013,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",36931,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",398243,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",402549,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",-445842,"DELETE"
"NEW","FIN","RELEASE","CODE OK",122445,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",122506,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",119388,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",19263,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-219268,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",275182,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-163236,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",5449,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-2291,"BILLED"
"NEW","FIN","RELEASE","CODE OK",266618,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",10599,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",173107,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137272,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-219769,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",10752,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137668,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",294228,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137696,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",214868,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-156629,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-30696,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-131877,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-88863,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-6461,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-149295,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137639,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",476355,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-101030,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-129846,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-126210,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-136805,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-263930,"BILLED"
"NEW","NEW","NEW","NEW",146136,"NEW"
"NEW","NEW","NEW","NEW",-200345,"NEW"
"NEW","NEW","NEW","NEW",-200451,"NEW"
"NEW","NEW","NEW","NEW",-66328,"NEW"
"NEW","NEW","NEW","NEW",-70728,"NEW"
"NEW","NEW","NEW","NEW",137417,"NEW"
"NEW","NEW","NEW","NEW",275035,"NEW"
"NEW","NEW","NEW","NEW",-167860,"NEW"
"NEW","NEW","NEW","NEW",-167910,"NEW"
"NEW","NEW","NEW","NEW",-92420,"NEW"
"NEW","NEW","NEW","NEW",-230032,"NEW"
"NEW","NEW","NEW","NEW",83218,"NEW"
"NEW","NEW","NEW","NEW",360353,"NEW"
"NEW","NEW","NEW","NEW",-29103,"NEW"
"NEW","NEW","NEW","NEW",604232,"DELETE"
"NEW","FIN","RELEASE","CODE OK",-655600,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",46171,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",45587,"BILLED"
"NEW","FIN","RELEASE","CODE OK",151036,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-213905,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",186773,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",189619,"BILLED"
"NEW","FIN","RELEASE","CODE OK",588412,"BILLED"
"NEW","FIN","RELEASE","CODE OK",575336,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",42398,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",48528,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-115881,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",184711,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",217014,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137599,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",273974,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137486,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-299145,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-11520,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",43200,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",13085,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",494221,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-500101,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-502451,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-19271,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-30210,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-208836,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",281690,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-47856,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",121755,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",307579,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",710500,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",710517,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",710209,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",647538,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-747647,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-747664,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-195091,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-195239,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-105774,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",290160,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",510511,"BILLED"
"NEW","FIN","RELEASE","CODE OK",11,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-543724,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137840,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137977,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",290357,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",61558,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",197710,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-87112,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-83841,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",38149,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",37295,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",136569,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",-289120,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",236449,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",6143,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-245431,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-206870,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",79603,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-158692,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",139385,"STORNO"
"BILLED","STORNO","BILLED","STORNO",53625,"BILLED"
"STORNO","BILLED","STORNO","BILLED",53282,"STORNO"
"BILLED","STORNO","BILLED","STORNO",184856,"REJECT"
"STORNO","BILLED","STORNO","REJECT",-93230,"BILLED"
